number,Sat,X,Y,Z
948,Satellite/11412,2020.210729,-3926.202864,5338.801695
949,Satellite/11413,2589.597125,-3786.560975,5191.826901
950,Satellite/11414,3139.275123,-3618.10107,5005.33917
951,Satellite/11415,3665.061342,-3422.105232,4780.757785
952,Satellite/11416,4162.954232,-3200.065106,4519.791947
953,Satellite/11417,4629.164525,-2953.670553,4224.427762
954,Satellite/11418,5060.144082,-2684.796784,3896.913132
955,Satellite/11419,5452.612887,-2395.49009,3539.74064
956,Satellite/11420,5803.584015,-2087.952269,3155.628584
957,Satellite/11421,6110.386365,-1764.523872,2747.500289
958,Satellite/11422,6370.684985,-1427.666382,2318.461858
959,Satellite/11423,6582.498845,-1079.943489,1871.778533
960,Satellite/11424,6744.215915,-724.0015737,1410.849842
961,Satellite/11425,6854.605429,-362.5495695,939.1837323
962,Satellite/11426,6912.827257,1.661655875,460.3698673
963,Satellite/11427,6918.438295,365.860235,-21.94769032
964,Satellite/11428,6871.395841,727.2743969,-504.0982128
965,Satellite/11429,6772.057915,1083.153561,-982.4122435
966,Satellite/11430,6621.180539,1430.789273,-1453.249524
967,Satellite/11431,6419.911982,1767.535815,-1913.026698
968,Satellite/11432,6169.784018,2090.830342,-2358.244583
969,Satellite/11433,5872.700272,2398.212387,-2785.514804
970,Satellite/11434,5530.921731,2687.342588,-3191.585575
971,Satellite/11435,5147.049536,2956.02049,-3573.366452
972,Satellite/11436,4724.005186,3202.20129,-3927.951853
973,Satellite/11437,4265.008304,3424.011405,-4252.643169
974,Satellite/11438,3773.552134,3619.762726,-4544.969303
975,Satellite/11439,3253.376953,3787.965467,-4802.705475
976,Satellite/11440,2708.441609,3927.339503,-5023.890159
977,Satellite/11441,2142.89339,4036.824115,-5206.840006
978,Satellite/11442,1561.036457,4115.586057,-5350.162656
979,Satellite/11443,967.2990952,4163.025905,-5452.767338
980,Satellite/11444,366.2000027,4178.782611,-5513.873167
981,Satellite/11445,-237.686093,4162.736259,-5533.015093
982,Satellite/11446,-839.7632539,4115.00897,-5510.047433
983,Satellite/11447,-1435.449309,4035.963978,-5445.144985
984,Satellite/11448,-2020.210729,3926.202864,-5338.801695
985,Satellite/11449,-2589.597125,3786.560975,-5191.826901
986,Satellite/11450,-3139.275123,3618.10107,-5005.33917
987,Satellite/11451,-3665.061342,3422.105232,-4780.757785
988,Satellite/11452,-4162.954232,3200.065106,-4519.791947
989,Satellite/11453,-4629.164525,2953.670553,-4224.427762
990,Satellite/11454,-5060.144082,2684.796784,-3896.913132
991,Satellite/11455,-5452.612887,2395.49009,-3539.74064
992,Satellite/11456,-5803.584015,2087.952269,-3155.628584
993,Satellite/11457,-6110.386365,1764.523872,-2747.500289
994,Satellite/11458,-6370.684985,1427.666382,-2318.461858
995,Satellite/11459,-6582.498845,1079.943489,-1871.778533
996,Satellite/11460,-6744.215915,724.0015737,-1410.849842
997,Satellite/11461,-6854.605429,362.5495695,-939.1837323
998,Satellite/11462,-6912.827257,-1.661655875,-460.3698673
999,Satellite/11463,-6918.438295,-365.860235,21.94769032
1000,Satellite/11464,-6871.395841,-727.2743969,504.0982128
1001,Satellite/11465,-6772.057915,-1083.153561,982.4122435
1002,Satellite/11466,-6621.180539,-1430.789273,1453.249524
1003,Satellite/11467,-6419.911982,-1767.535815,1913.026698
1004,Satellite/11468,-6169.784018,-2090.830342,2358.244583
1005,Satellite/11469,-5872.700272,-2398.212387,2785.514804
1006,Satellite/11470,-5530.921731,-2687.342588,3191.585575
1007,Satellite/11471,-5147.049536,-2956.02049,3573.366452
1008,Satellite/11472,-4724.005186,-3202.20129,3927.951853
1009,Satellite/11501,-2722.480654,-4528.072773,4481.493045
1010,Satellite/11502,-2180.126454,-4550.777527,4747.272523
1011,Satellite/11503,-1621.180175,-4538.848116,4976.92239
1012,Satellite/11504,-1049.895736,-4492.375331,5168.694873
1013,Satellite/11505,-470.6209562,-4411.712857,5321.130467
1014,Satellite/11506,112.2355329,-4297.474583,5433.069045
1015,Satellite/11507,694.2378419,-4150.529934,5503.658687
1016,Satellite/11508,1270.956582,-3971.997245,5532.362164
1017,Satellite/11509,1838.002574,-3763.23526,5518.961023
1018,Satellite/11510,2391.060258,-3525.832781,5463.557257
1019,Satellite/11511,2925.920529,-3261.596586,5366.572521
1020,Satellite/11512,3438.512778,-2972.537672,5228.744928
1021,Satellite/11513,3924.935869,-2660.855951,5051.123429
1022,Satellite/11514,4381.487827,-2328.923509,4835.059831
1023,Satellite/11515,4804.694018,-1979.266554,4582.198507
1024,Satellite/11516,5191.333586,-1614.546185,4294.463887
1025,Satellite/11517,5538.463971,-1237.538144,3974.045803
1026,Satellite/11518,5843.443301,-851.1116914,3623.382831
1027,Satellite/11519,6103.950499,-458.2077645,3245.143727
1028,Satellite/11520,6318.002948,-61.81659992,2842.207121
1029,Satellite/11521,6483.97158,335.0450264,2417.639602
1030,Satellite/11522,6600.593272,729.3567577,1974.672386
1031,Satellite/11523,6666.980465,1118.117644,1516.67672
1032,Satellite/11524,6682.62791,1498.368979,1047.138229
1033,Satellite/11525,6647.416523,1867.216822,569.6303843
1034,Satellite/11526,6561.614281,2221.854018,87.787308
1035,Satellite/11527,6425.874193,2559.581562,-394.7238827
1036,Satellite/11528,6241.229322,2877.829146,-874.2309864
1037,Satellite/11529,6009.084927,3174.174712,-1347.084664
1038,Satellite/11530,5731.207768,3446.362892,-1809.686215
1039,Satellite/11531,5409.712657,3692.322169,-2258.51496
1040,Satellite/11532,5047.046366,3910.180646,-2690.155043
1041,Satellite/11533,4645.969005,4098.280286,-3101.321422
1042,Satellite/11534,4209.533015,4255.189539,-3488.884872
1043,Satellite/11535,3741.059936,4379.71423,-3849.895801
1044,Satellite/11536,3244.115133,4470.906651,-4181.606699
1045,Satellite/11537,2722.480654,4528.072773,-4481.493045
1046,Satellite/11538,2180.126454,4550.777527,-4747.272523
1047,Satellite/11539,1621.180175,4538.848116,-4976.92239
1048,Satellite/11540,1049.895736,4492.375331,-5168.694873
1049,Satellite/11541,470.6209562,4411.712857,-5321.130467
1050,Satellite/11542,-112.2355329,4297.474583,-5433.069045
1051,Satellite/11543,-694.2378419,4150.529934,-5503.658687
1052,Satellite/11544,-1270.956582,3971.997245,-5532.362164
1053,Satellite/11545,-1838.002574,3763.23526,-5518.961023
1054,Satellite/11546,-2391.060258,3525.832781,-5463.557257
1055,Satellite/11547,-2925.920529,3261.596586,-5366.572521
1056,Satellite/11548,-3438.512778,2972.537672,-5228.744928
1057,Satellite/11549,-3924.935869,2660.855951,-5051.123429
1058,Satellite/11550,-4381.487827,2328.923509,-4835.059831
1059,Satellite/11551,-4804.694018,1979.266554,-4582.198507
1060,Satellite/11552,-5191.333586,1614.546185,-4294.463887
1061,Satellite/11553,-5538.463971,1237.538144,-3974.045803
1062,Satellite/11554,-5843.443301,851.1116914,-3623.382831
1063,Satellite/11555,-6103.950499,458.2077645,-3245.143727
1064,Satellite/11556,-6318.002948,61.81659992,-2842.207121
1065,Satellite/11557,-6483.97158,-335.0450264,-2417.639602
1066,Satellite/11558,-6600.593272,-729.3567577,-1974.672386
1067,Satellite/11559,-6666.980465,-1118.117644,-1516.67672
1068,Satellite/11560,-6682.62791,-1498.368979,-1047.138229
1069,Satellite/11561,-6647.416523,-1867.216822,-569.6303843
1070,Satellite/11562,-6561.614281,-2221.854018,-87.787308
1071,Satellite/11563,-6425.874193,-2559.581562,394.7238827
1072,Satellite/11564,-6241.229322,-2877.829146,874.2309864
1073,Satellite/11565,-6009.084927,-3174.174712,1347.084664
1074,Satellite/11566,-5731.207768,-3446.362892,1809.686215
1075,Satellite/11567,-5409.712657,-3692.322169,2258.51496
1076,Satellite/11568,-5047.046366,-3910.180646,2690.155043
1077,Satellite/11569,-4645.969005,-4098.280286,3101.321422
1078,Satellite/11570,-4209.533015,-4255.189539,3488.884872
1079,Satellite/11571,-3741.059936,-4379.71423,3849.895801
1080,Satellite/11572,-3244.115133,-4470.906651,4181.606699
1081,Satellite/11601,-930.1230443,-5013.796496,4689.972248
1082,Satellite/11602,-398.2245041,-4853.389228,4927.996966
1083,Satellite/11603,136.7047651,-4656.044739,5128.516653
1084,Satellite/11604,670.5936284,-4423.264937,5290.005231
1085,Satellite/11605,1199.378869,-4156.821419,5411.233675
1086,Satellite/11606,1719.036113,-3858.741979,5491.279363
1087,Satellite/11607,2225.610454,-3531.295183,5529.5331
1088,Satellite/11608,2715.246555,-3176.973098,5525.70375
1089,Satellite/11609,3184.21799,-2798.47233,5479.820459
1090,Satellite/11610,3628.955604,-2398.673498,5392.232426
1091,Satellite/11611,4046.074675,-1980.619312,5263.606247
1092,Satellite/11612,4432.400674,-1547.491417,5094.920847
1093,Satellite/11613,4784.993428,-1102.586178,4887.460023
1094,Satellite/11614,5101.169492,-649.2895922,4642.802677
1095,Satellite/11615,5378.522577,-191.0515208,4362.810799
1096,Satellite/11616,5614.941857,268.6405681,4049.615297
1097,Satellite/11617,5808.628039,726.2881401,3705.599777
1098,Satellite/11618,5958.107054,1178.408221,3333.382405
1099,Satellite/11619,6062.241277,1621.559903,2935.79598
1100,Satellite/11620,6120.238184,2052.370536,2515.866376
1101,Satellite/11621,6131.656382,2467.561389,2076.789509
1102,Satellite/11622,6096.408973,2863.972611,1621.907019
1103,Satellite/11623,6014.76421,3238.587271,1154.680839
1104,Satellite/11624,5887.34346,3588.554327,678.6668392
1105,Satellite/11625,5715.116472,3911.210318,197.4877755
1106,Satellite/11626,5499.393996,4204.099636,-285.1942894
1107,Satellite/11627,5241.817811,4464.993218,-765.7058536
1108,Satellite/11628,4944.348228,4691.905505,-1240.389934
1109,Satellite/11629,4609.249169,4883.109559,-1705.633898
1110,Satellite/11630,4239.070941,5037.1502,-2157.896958
1111,Satellite/11631,3836.630824,5152.855086,-2593.737119
1112,Satellite/11632,3404.991629,5229.343634,-3009.837375
1113,Satellite/11633,2947.438392,5266.03372,-3403.030951
1114,Satellite/11634,2467.453369,5262.646109,-3770.325406
1115,Satellite/11635,1968.689536,5219.206583,-4108.925409
1116,Satellite/11636,1454.942786,5136.045744,-4416.254008
1117,Satellite/11637,930.1230443,5013.796496,-4689.972248
1118,Satellite/11638,398.2245041,4853.389228,-4927.996966
1119,Satellite/11639,-136.7047651,4656.044739,-5128.516653
1120,Satellite/11640,-670.5936284,4423.264937,-5290.005231
1121,Satellite/11641,-1199.378869,4156.821419,-5411.233675
1122,Satellite/11642,-1719.036113,3858.741979,-5491.279363
1123,Satellite/11643,-2225.610454,3531.295183,-5529.5331
1124,Satellite/11644,-2715.246555,3176.973098,-5525.70375
1125,Satellite/11645,-3184.21799,2798.47233,-5479.820459
1126,Satellite/11646,-3628.955604,2398.673498,-5392.232426
1127,Satellite/11647,-4046.074675,1980.619312,-5263.606247
1128,Satellite/11648,-4432.400674,1547.491417,-5094.920847
1129,Satellite/11649,-4784.993428,1102.586178,-4887.460023
1130,Satellite/11650,-5101.169492,649.2895922,-4642.802677
1131,Satellite/11651,-5378.522577,191.0515208,-4362.810799
1132,Satellite/11652,-5614.941857,-268.6405681,-4049.615297
1133,Satellite/11653,-5808.628039,-726.2881401,-3705.599777
1134,Satellite/11654,-5958.107054,-1178.408221,-3333.382405
1135,Satellite/11655,-6062.241277,-1621.559903,-2935.79598
1136,Satellite/11656,-6120.238184,-2052.370536,-2515.866376
1137,Satellite/11657,-6131.656382,-2467.561389,-2076.789509
1138,Satellite/11658,-6096.408973,-2863.972611,-1621.907019
1139,Satellite/11659,-6014.76421,-3238.587271,-1154.680839
1140,Satellite/11660,-5887.34346,-3588.554327,-678.6668392
1141,Satellite/11661,-5715.116472,-3911.210318,-197.4877755
1142,Satellite/11662,-5499.393996,-4204.099636,285.1942894
1143,Satellite/11663,-5241.817811,-4464.993218,765.7058536
1144,Satellite/11664,-4944.348228,-4691.905505,1240.389934
1145,Satellite/11665,-4609.249169,-4883.109559,1705.633898
1146,Satellite/11666,-4239.070941,-5037.1502,2157.896958
1147,Satellite/11667,-3836.630824,-5152.855086,2593.737119
1148,Satellite/11668,-3404.991629,-5229.343634,3009.837375
1149,Satellite/11669,-2947.438392,-5266.03372,3403.030951
1150,Satellite/11670,-2467.453369,-5262.646109,3770.325406
1151,Satellite/11671,-1968.689536,-5219.206583,4108.925409
1152,Satellite/11672,-1454.942786,-5136.045744,4416.254008
1153,Satellite/11701,880.0777295,-4841.29729,4877.133133
1154,Satellite/11702,1339.752757,-4509.270848,5086.321149
1155,Satellite/11703,1789.231457,-4142.926131,5256.79919
1156,Satellite/11704,2225.093025,-3745.051246,5387.269815
1157,Satellite/11705,2644.020291,-3318.674258,5476.740064
1158,Satellite/11706,3042.824967,-2867.040156,5524.529014
1159,Satellite/11707,3418.471907,-2393.586147,5530.272962
1160,Satellite/11708,3768.102212,-1901.915503,5493.928194
1161,Satellite/11709,4089.054984,-1395.770133,5415.771315
1162,Satellite/11710,4378.887578,-879.002109,5296.397146
1163,Satellite/11711,4635.394194,-355.5443485,5136.714197
1164,Satellite/11712,4856.622662,170.619319,4937.937751
1165,Satellite/11713,5040.889298,695.4844706,4701.580617
1166,Satellite/11714,5186.791723,1215.056565,4429.441616
1167,Satellite/11715,5293.219531,1725.381346,4123.591889
1168,Satellite/11716,5359.362742,2222.574933,3786.359139
1169,Satellite/11717,5384.717967,2702.853382,3420.309909
1170,Satellite/11718,5369.092236,3162.561486,3028.230055
1171,Satellite/11719,5312.604472,3598.200586,2613.103542
1172,Satellite/11720,5215.68458,4006.455208,2178.089734
1173,Satellite/11721,5079.070179,4384.218286,1726.499347
1174,Satellite/11722,4903.800987,4728.614816,1261.769258
1175,Satellite/11723,4691.210908,5037.023732,787.436343
1176,Satellite/11724,4442.917882,5307.097856,307.1105619
1177,Satellite/11725,4160.811568,5536.781761,-175.552516
1178,Satellite/11726,3847.038966,5724.327413,-656.8795333
1179,Satellite/11727,3503.988074,5868.307477,-1133.207301
1180,Satellite/11728,3134.269717,5967.626178,-1600.910676
1181,Satellite/11729,2740.697676,6021.527641,-2056.430155
1182,Satellite/11730,2326.26727,6029.601642,-2496.298958
1183,Satellite/11731,1894.132565,5991.786734,-2917.16942
1184,Satellite/11732,1447.582368,5908.370711,-3315.83846
1185,Satellite/11733,990.0151948,5779.988419,-3689.271968
1186,Satellite/11734,524.9134084,5607.616925,-4034.627888
1187,Satellite/11735,55.81671395,5392.568081,-4349.277854
1188,Satellite/11736,-413.7047794,5136.478537,-4630.827189
1189,Satellite/11737,-880.0777295,4841.29729,-4877.133133
1190,Satellite/11738,-1339.752757,4509.270848,-5086.321149
1191,Satellite/11739,-1789.231457,4142.926131,-5256.79919
1192,Satellite/11740,-2225.093025,3745.051246,-5387.269815
1193,Satellite/11741,-2644.020291,3318.674258,-5476.740064
1194,Satellite/11742,-3042.824967,2867.040156,-5524.529014
1195,Satellite/11743,-3418.471907,2393.586147,-5530.272962
1196,Satellite/11744,-3768.102212,1901.915503,-5493.928194
1197,Satellite/11745,-4089.054984,1395.770133,-5415.771315
1198,Satellite/11746,-4378.887578,879.002109,-5296.397146
1199,Satellite/11747,-4635.394194,355.5443485,-5136.714197
1200,Satellite/11748,-4856.622662,-170.619319,-4937.937751
1201,Satellite/11749,-5040.889298,-695.4844706,-4701.580617
1202,Satellite/11750,-5186.791723,-1215.056565,-4429.441616
1203,Satellite/11751,-5293.219531,-1725.381346,-4123.591889
1204,Satellite/11752,-5359.362742,-2222.574933,-3786.359139
1205,Satellite/11753,-5384.717967,-2702.853382,-3420.309909
1206,Satellite/11754,-5369.092236,-3162.561486,-3028.230055
1207,Satellite/11755,-5312.604472,-3598.200586,-2613.103542
1208,Satellite/11756,-5215.68458,-4006.455208,-2178.089734
1209,Satellite/11757,-5079.070179,-4384.218286,-1726.499347
1210,Satellite/11758,-4903.800987,-4728.614816,-1261.769258
1211,Satellite/11759,-4691.210908,-5037.023732,-787.436343
1212,Satellite/11760,-4442.917882,-5307.097856,-307.1105619
1213,Satellite/11761,-4160.811568,-5536.781761,175.552516
1214,Satellite/11762,-3847.038966,-5724.327413,656.8795333
1215,Satellite/11763,-3503.988074,-5868.307477,1133.207301
1216,Satellite/11764,-3134.269717,-5967.626178,1600.910676
1217,Satellite/11765,-2740.697676,-6021.527641,2056.430155
1218,Satellite/11766,-2326.26727,-6029.601642,2496.298958
1219,Satellite/11767,-1894.132565,-5991.786734,2917.16942
1220,Satellite/11768,-1447.582368,-5908.370711,3315.83846
1221,Satellite/11769,-990.0151948,-5779.988419,3689.271968
1222,Satellite/11770,-524.9134084,-5607.616925,4034.627888
1223,Satellite/11771,-55.81671395,-5392.568081,4349.277854
1224,Satellite/11772,413.7047794,-5136.478537,4630.827189
1225,Satellite/11801,2478.526973,-4053.764152,5042.124959
1226,Satellite/11802,2811.233142,-3582.145238,5221.525407
1227,Satellite/11803,3122.54413,-3083.264037,5361.186892
1228,Satellite/11804,3410.090672,-2560.917334,5460.046509
1229,Satellite/11805,3671.684364,-2019.080504,5517.351874
1230,Satellite/11806,3905.334322,-1461.877252,5532.666861
1231,Satellite/11807,4109.262327,-893.5482317,5505.874912
1232,Satellite/11808,4281.916365,-318.4187698,5437.17993
1233,Satellite/11809,4421.982434,259.1340513,5327.104726
1234,Satellite/11810,4528.394546,834.7147057,5176.487038
1235,Satellite/11811,4600.342841,1403.942677,4986.473159
1236,Satellite/11812,4637.27975,1962.485797,4758.509207
1237,Satellite/11813,4638.92416,2506.093215,4494.330128
1238,Satellite/11814,4605.263555,3030.627751,4195.946482
1239,Satellite/11815,4536.554115,3532.097379,3865.62915
1240,Satellite/11816,4433.318758,4006.685614,3505.892046
1241,Satellite/11817,4296.343169,4450.780552,3119.472987
1242,Satellite/11818,4126.669814,4861.002362,2709.312855
1243,Satellite/11819,3925.59001,5234.229009,2278.533215
1244,Satellite/11820,3694.634095,5567.620013,1830.412563
1245,Satellite/11821,3435.559785,5858.638067,1368.361365
1246,Satellite/11822,3150.338789,6105.068348,895.8961116
1247,Satellite/11823,2841.141814,6305.035372,416.6125475
1248,Satellite/11824,2510.322034,6457.01727,-65.84168965
1249,Satellite/11825,2160.397187,6559.857367,-547.7948318
1250,Satellite/11826,1794.030413,6612.772989,-1025.578924
1251,Satellite/11827,1414.009984,6615.361416,-1495.557742
1252,Satellite/11828,1023.228086,6567.602948,-1954.154463
1253,Satellite/11829,624.6588043,6469.861056,-2397.878888
1254,Satellite/11830,221.3354917,6322.879614,-2823.354006
1255,Satellite/11831,-183.6723176,6127.777241,-3227.341696
1256,Satellite/11832,-587.2822696,5886.038783,-3606.767367
1257,Satellite/11833,-986.422649,5599.504016,-3958.743361
1258,Satellite/11834,-1378.055756,5270.353642,-4280.590927
1259,Satellite/11835,-1759.201027,4901.092694,-4569.860611
1260,Satellite/11836,-2126.957716,4494.531472,-4824.350897
1261,Satellite/11837,-2478.526973,4053.764152,-5042.124959
1262,Satellite/11838,-2811.233142,3582.145238,-5221.525407
1263,Satellite/11839,-3122.54413,3083.264037,-5361.186892
1264,Satellite/11840,-3410.090672,2560.917334,-5460.046509
1265,Satellite/11841,-3671.684364,2019.080504,-5517.351874
1266,Satellite/11842,-3905.334322,1461.877252,-5532.666861
1267,Satellite/11843,-4109.262327,893.5482317,-5505.874912
1268,Satellite/11844,-4281.916365,318.4187698,-5437.17993
1269,Satellite/11845,-4421.982434,-259.1340513,-5327.104726
1270,Satellite/11846,-4528.394546,-834.7147057,-5176.487038
1271,Satellite/11847,-4600.342841,-1403.942677,-4986.473159
1272,Satellite/11848,-4637.27975,-1962.485797,-4758.509207
1273,Satellite/11849,-4638.92416,-2506.093215,-4494.330128
1274,Satellite/11850,-4605.263555,-3030.627751,-4195.946482
1275,Satellite/11851,-4536.554115,-3532.097379,-3865.62915
1276,Satellite/11852,-4433.318758,-4006.685614,-3505.892046
1277,Satellite/11853,-4296.343169,-4450.780552,-3119.472987
1278,Satellite/11854,-4126.669814,-4861.002362,-2709.312855
1279,Satellite/11855,-3925.59001,-5234.229009,-2278.533215
1280,Satellite/11856,-3694.634095,-5567.620013,-1830.412563
1281,Satellite/11857,-3435.559785,-5858.638067,-1368.361365
1282,Satellite/11858,-3150.338789,-6105.068348,-895.8961116
1283,Satellite/11859,-2841.141814,-6305.035372,-416.6125475
1284,Satellite/11860,-2510.322034,-6457.01727,65.84168965
1285,Satellite/11861,-2160.397187,-6559.857367,547.7948318
1286,Satellite/11862,-1794.030413,-6612.772989,1025.578924
1287,Satellite/11863,-1414.009984,-6615.361416,1495.557742
1288,Satellite/11864,-1023.228086,-6567.602948,1954.154463
1289,Satellite/11865,-624.6588043,-6469.861056,2397.878888
1290,Satellite/11866,-221.3354917,-6322.879614,2823.354006
1291,Satellite/11867,183.6723176,-6127.777241,3227.341696
1292,Satellite/11868,587.2822696,-5886.038783,3606.767367
1293,Satellite/11869,986.422649,-5599.504016,3958.743361
1294,Satellite/11870,1378.055756,-5270.353642,4280.590927
1295,Satellite/11871,1759.201027,-4901.092694,4569.860611
1296,Satellite/11872,2126.957716,-4494.531472,4824.350897
1297,Satellite/11901,3666.64055,-2771.094472,5184.197755
1298,Satellite/11902,3831.31492,-2208.916567,5332.995166
1299,Satellite/11903,3966.83067,-1629.927472,5441.205264
1300,Satellite/11904,4072.156444,-1038.533646,5508.004505
1301,Satellite/11905,4146.490648,-439.2359508,5532.884505
1302,Satellite/11906,4189.267554,163.4045947,5515.655914
1303,Satellite/11907,4200.161605,764.8015326,5456.44985
1304,Satellite/11908,4179.08989,1360.377869,5355.716908
1305,Satellite/11909,4126.212777,1945.600909,5214.223727
1306,Satellite/11910,4041.932694,2516.01675,5033.047155
1307,Satellite/11911,3926.891063,3067.284185,4813.566055
1308,Satellite/11912,3781.963419,3595.207736,4557.450811
1309,Satellite/11913,3608.25275,4095.769584,4266.650614
1310,Satellite/11914,3407.081099,4565.160153,3943.37863
1311,Satellite/11915,3179.979503,4999.807097,3590.095154
1312,Satellite/11916,2928.676343,5396.40249,3209.488885
1313,Satellite/11917,2655.084188,5751.928001,2804.456468
1314,Satellite/11918,2361.285239,6063.677867,2378.080444
1315,Satellite/11919,2049.515484,6329.279484,1933.605792
1316,Satellite/11920,1722.147678,6546.711461,1474.415233
1317,Satellite/11921,1381.673289,6714.319012,1004.003483
1318,Satellite/11922,1030.683531,6830.82654,525.95066
1319,Satellite/11923,671.84965,6895.347354,43.89503532
1320,Satellite/11924,307.9025871,6907.390411,-438.4946571
1321,Satellite/11925,-58.38780049,6866.864056,-917.5471405
1322,Satellite/11926,-424.2338216,6774.07672,-1389.616536
1323,Satellite/11927,-786.8511672,6629.734569,-1851.110111
1324,Satellite/11928,-1143.4801,6434.936135,-2298.51562
1325,Satellite/11929,-1491.406459,6191.163952,-2728.428037
1326,Satellite/11930,-1827.982315,5900.273273,-3137.575469
1327,Satellite/11931,-2150.646121,5564.477951,-3522.844058
1328,Satellite/11932,-2456.942212,5186.333592,-3881.301676
1329,Satellite/11933,-2744.539489,4768.718103,-4210.220245
1330,Satellite/11934,-3011.249163,4314.80979,-4507.096495
1331,Satellite/11935,-3255.041413,3828.063169,-4769.67102
1332,Satellite/11936,-3474.060832,3312.182675,-4995.945468
1333,Satellite/11937,-3666.64055,2771.094472,-5184.197755
1334,Satellite/11938,-3831.31492,2208.916567,-5332.995166
1335,Satellite/11939,-3966.83067,1629.927472,-5441.205264
1336,Satellite/11940,-4072.156444,1038.533646,-5508.004505
1337,Satellite/11941,-4146.490648,439.2359508,-5532.884505
1338,Satellite/11942,-4189.267554,-163.4045947,-5515.655914
1339,Satellite/11943,-4200.161605,-764.8015326,-5456.44985
1340,Satellite/11944,-4179.08989,-1360.377869,-5355.716908
1341,Satellite/11945,-4126.212777,-1945.600909,-5214.223727
1342,Satellite/11946,-4041.932694,-2516.01675,-5033.047155
1343,Satellite/11947,-3926.891063,-3067.284185,-4813.566055
1344,Satellite/11948,-3781.963419,-3595.207736,-4557.450811
1345,Satellite/11949,-3608.25275,-4095.769584,-4266.650614
1346,Satellite/11950,-3407.081099,-4565.160153,-3943.37863
1347,Satellite/11951,-3179.979503,-4999.807097,-3590.095154
1348,Satellite/11952,-2928.676343,-5396.40249,-3209.488885
1349,Satellite/11953,-2655.084188,-5751.928001,-2804.456468
1350,Satellite/11954,-2361.285239,-6063.677867,-2378.080444
1351,Satellite/11955,-2049.515484,-6329.279484,-1933.605792
1352,Satellite/11956,-1722.147678,-6546.711461,-1474.415233
1353,Satellite/11957,-1381.673289,-6714.319012,-1004.003483
1354,Satellite/11958,-1030.683531,-6830.82654,-525.95066
1355,Satellite/11959,-671.84965,-6895.347354,-43.89503532
1356,Satellite/11960,-307.9025871,-6907.390411,438.4946571
1357,Satellite/11961,58.38780049,-6866.864056,917.5471405
1358,Satellite/11962,424.2338216,-6774.07672,1389.616536
1359,Satellite/11963,786.8511672,-6629.734569,1851.110111
1360,Satellite/11964,1143.4801,-6434.936135,2298.51562
1361,Satellite/11965,1491.406459,-6191.163952,2728.428037
1362,Satellite/11966,1827.982315,-5900.273273,3137.575469
1363,Satellite/11967,2150.646121,-5564.477951,3522.844058
1364,Satellite/11968,2456.942212,-5186.333592,3881.301676
1365,Satellite/11969,2744.539489,-4768.718103,4210.220245
1366,Satellite/11970,3011.249163,-4314.80979,4507.096495
1367,Satellite/11971,3255.041413,-3828.063169,4769.67102
1368,Satellite/11972,3474.060832,-3312.182675,4995.945468
1369,Satellite/12001,4301.406468,-1174.026507,5302.705726
1370,Satellite/12002,4275.734554,-581.7151158,5420.223741
1371,Satellite/12003,4217.521718,15.02347861,5496.490581
1372,Satellite/12004,4127.210995,611.6477353,5530.925809
1373,Satellite/12005,4005.489705,1203.616983,5523.267352
1374,Satellite/12006,3853.284219,1786.425979,5473.573495
1375,Satellite/12007,3671.752913,2355.639195,5382.222439
1376,Satellite/12008,3462.277351,2906.924574,5249.90942
1377,Satellite/12009,3226.451768,3436.086502,5077.641421
1378,Satellite/12010,2966.070938,3939.097737,4866.729504
1379,Satellite/12011,2683.116518,4412.130059,4618.778838
1380,Satellite/12012,2379.741961,4851.583408,4335.676475
1381,Satellite/12013,2058.25613,5254.113277,4019.576997
1382,Satellite/12014,1721.105728,5616.656172,3672.88611
1383,Satellite/12015,1370.856672,5936.452922,3298.242342
1384,Satellite/12016,1010.174569,6211.069681,2898.496959
1385,Satellite/12017,641.8044269,6438.416449,2476.692264
1386,Satellite/12018,268.5497661,6616.76298,2036.038445
1387,Satellite/12019,-106.7487206,6744.75195,1579.889144
1388,Satellite/12020,-481.2347852,6821.409284,1111.715933
1389,Satellite/12021,-852.0583624,6846.151576,635.0818918
1390,Satellite/12022,-1216.397261,6818.79052,153.6144943
1391,Satellite/12023,-1571.478642,6739.53435,-329.0220022
1392,Satellite/12024,-1914.600122,6608.986255,-809.1544426
1393,Satellite/12025,-2243.150338,6428.139784,-1283.128729
1394,Satellite/12026,-2554.628826,6198.371288,-1747.337631
1395,Satellite/12027,-2846.665046,5921.429443,-2198.248239
1396,Satellite/12028,-3117.036427,5599.421945,-2632.42885
1397,Satellite/12029,-3363.685278,5234.799465,-3046.575088
1398,Satellite/12030,-3584.734453,4830.337001,-3437.535051
1399,Satellite/12031,-3778.501634,4389.112755,-3802.333295
1400,Satellite/12032,-3943.512136,3914.48471,-4138.193488
1401,Satellite/12033,-4078.51013,3410.065074,-4442.559529
1402,Satellite/12034,-4182.468199,2879.692783,-4713.11501
1403,Satellite/12035,-4254.59516,2327.404291,-4947.80084
1404,Satellite/12036,-4294.342082,1757.402847,-5144.830918
1405,Satellite/12037,-4301.406468,1174.026507,-5302.705726
1406,Satellite/12038,-4275.734554,581.7151158,-5420.223741
1407,Satellite/12039,-4217.521718,-15.02347861,-5496.490581
1408,Satellite/12040,-4127.210995,-611.6477353,-5530.925809
